Field Start Position,Field End Position,Field Length,Data Type,Description,Comments,Valid Values,structural
2557,2562,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2563,2568,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2569,2574,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2575,2578,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2579,2582,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2583,2586,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2587,2590,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2591,2630,40,MATHEMATICS,,,,TRUE
2591,2596,6,Integer,Number Enrolled Math,Number of enrolled 11th graders,0 or greater for spreadsheet and 000000 or greater for text file,FALSE
2597,2602,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2603,2608,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2609,2614,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2615,2618,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2619,2622,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2623,2626,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2627,2630,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2631,2670,40,SCIENCE,,,,TRUE
2631,2636,6,Integer,Number Enrolled Science,Number of enrolled students in all grades except adult high schoolers.,0 or greater for spreadsheet and 000000 or greater for text file,FALSE
2637,2642,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2643,2648,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2649,2654,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2655,2658,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2659,2662,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2663,2666,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2667,2670,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2671,2790,6,NON-ECONOMICALLY DISADVANTAGED,,,,TRUE
2671,2676,6,Integer,Number Enrolled LAL,Number of enrolled 11th graders,0 or greater for spreadsheet and 000000 or greater for text file,FALSE
2677,2710,34,LANGUAGE ARTS,,,,TRUE
2677,2682,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2683,2688,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2689,2694,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2695,2698,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2699,2702,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2703,2706,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2707,2710,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2711,2750,40,MATHEMATICS,,,,TRUE
2711,2716,6,Integer,Number Enrolled Math,Number of enrolled 11th graders,0 or greater for spreadsheet and 000000 or greater for text file,FALSE
2717,2722,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2723,2728,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2729,2734,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2735,2738,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2739,2742,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2743,2746,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2747,2750,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2751,2790,40,SCIENCE,,,,TRUE
2751,2756,6,Integer,Number Enrolled Science,Number of enrolled students in all grades except adult high schoolers.,0 or greater for spreadsheet and 000000 or greater for text file,FALSE
2757,2762,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2763,2768,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2769,2774,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2775,2778,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2779,2782,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2783,2786,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2787,2790,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2791,2910,6,SPECIAL EDUCATION WITH ACCOMMODATIONS,,,,TRUE
2791,2796,6,Integer,Number Enrolled LAL,Number of enrolled 11th graders.  APA students are excluded.,0 or greater for spreadsheet and 000000 or greater for text file,FALSE
2797,2830,34,LANGUAGE ARTS,,,,TRUE
2797,2802,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2803,2808,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2809,2814,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2815,2818,4,Decimal,Partially Proficient Percentage,,Blank,FALSE
2819,2822,4,Decimal,Proficient Percentage,,Blank,FALSE
2823,2826,4,Decimal,Advanced Proficient Percentage,,Blank,FALSE
2827,2830,4,Decimal,Scale Score Mean,,Blank,FALSE
2831,2870,40,MATHEMATICS,,,,TRUE
2831,2836,6,Integer,Number Enrolled Math,Number of enrolled 11th graders,0 or greater for spreadsheet and 000000 or greater for text file,FALSE
2837,2842,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2843,2848,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2849,2854,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2855,2858,4,Decimal,Partially Proficient Percentage,,Blank,FALSE
2859,2862,4,Decimal,Proficient Percentage,,Blank,FALSE
2863,2866,4,Decimal,Advanced Proficient Percentage,,Blank,FALSE
2867,2870,4,Decimal,Scale Score Mean,,Blank,FALSE
2871,2910,40,SCIENCE,,,,TRUE
2871,2876,6,Integer,Number Enrolled Science,Number of enrolled students in all grades except adult high schoolers.,0 or greater for spreadsheet and 000000 or greater for text file,FALSE
2877,2882,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2883,2888,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2889,2894,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2895,2898,4,Decimal,Partially Proficient Percentage,,Blank,FALSE
2899,2902,4,Decimal,Proficient Percentage,,Blank,FALSE
2903,2906,4,Decimal,Advanced Proficient Percentage,,Blank,FALSE
2907,2910,4,Decimal,Scale Score Mean,,Blank,FALSE
